status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
"This teen slipped on a pair of brass knuckles, flipped off the camera, then approached an unsuspecting boy and sucker-punched him. Well, the teen just got the worst news he could possibly get.",Teenager Who Suckerpunched Boy With Brass Knuckles Gets Some Bad News (Video),link,https://www.opposingviews.com/i/society/crime/teenager-who-suckerpunched-boy-brass-knuckles-gets-some-bad-news-video?fb=ov,9/10/16 7:30,465,368,156,244,3,9,10,22,177
"This man shot two police officers, point blank, in the back of their heads. While in prison, he also impregnated a prison guard. This week, he got some unexpected news.",Man Who Murdered 2 Officers Gets Unexpected News,link,https://www.opposingviews.com/i/society/crime/man-who-murdered-2-officers-gets-unexpected-news?fb=ov,9/10/16 7:00,133,77,26,65,0,8,3,1,56
The families of 9/11 victims just scored a major victory. Do you support this bill?,House Unanimously Passes Bill Allowing Families Of 9/11 Victims To Sue Saudi Arabia For Damages,link,http://www.americanow.com/story/society/2016/09/09/house-votes-allow-911-families-sue-saudi-arabia?fb=ov,9/10/16 0:15,2819,276,435,2530,183,69,19,8,10
This baby's laugh is guaranteed to bring a smile to your face.,Opposing Views Video,video,https://www.facebook.com/opposingviewsvideo/videos/1134825589937620/,9/9/16 23:10,2868,77,0,2287,202,10,368,0,1
The Native American tribe protesting an oil pipeline from being built on their sacred land land just scored a major victory. Do you support the Obama administration's decision?,Obama Administration Orders Halt On North Dakota Pipeline Construction,link,http://www.americanow.com/story/society/2016/09/09/obama-administration-orders-halt-north-dakota-pipeline-construction?fb=ov,9/9/16 22:35,5464,863,852,4692,535,30,8,24,175
Yes or no?,Proud to be an American,video,https://www.facebook.com/onenationindivisible/videos/10155365200796164/,9/9/16 22:00,5086,2260,0,4692,122,35,22,26,189
70% of Americans say America is a more dangerous place now than it was in the past. But is that really true? Here is the surprising truth about crime in America:,,video,https://www.facebook.com/opposingviews/videos/10154059111156051/,9/9/16 21:25,692,196,1284,585,7,55,8,27,10
"An inmate was able to corner a female guard when she was all by herself. He grabbed her, dragged her down and began raping her. Here's how the other inmates reacted.","Inmates See Female Prison Guard Getting Raped By Fellow Inmate, React Immediately",link,http://www.americanow.com/story/society/2016/09/09/inmates-see-female-prison-guard-getting-raped-fellow-inmate-react?Fb=patb,9/9/16 21:00,1158,78,347,845,81,161,2,18,51
"This gentleman's neighbors mocked him for spending more than $8,000 on a 400-foot plastic dam to protect his house. They laughed at him and they mocked him and they mocked him. He didn't care - he knew it would pay off. Well...",Man Ignores Neighbors Mocking Him Over Little Dam - Then The Neighbors Realize Why He Did It,link,http://www.americanow.com/story/society/2016/09/09/man-ignores-neighbors-mocking-him-over-little-dam-then-neighbors-realize?Fb=ov,9/9/16 20:31,593,19,51,518,36,14,25,0,0
"People are coming from all over the world just to see this McDonald's worker. Once you see her face, it's easy to understand why.",This Doll-Faced McDonald's Employee Is Bringing In Fans From All Over The World (Photos),link,http://www.americanow.com/story/society/2016/07/30/doll-faced-mcdonalds-employee-bringing-fans-all-over-world-photos?fb=ov,9/9/16 20:00,157,20,19,131,6,13,7,0,0
"This Dunkin Donuts employee was known as being a 'quiet' person, so it probably should've come as no surprise to people he worked with that he was keeping a secret from everyone. When this woman discovered what it was, though, she knew she had to take action.",'Quiet' Dunkin' Donuts Employee's Big Secret Discovered,link,http://www.americanow.com/story/social/2016/07/15/quiet-dunkin-donuts-employees-big-secret-discovered?Fb=voovv,9/9/16 19:34,411,20,94,336,41,33,0,1,0
This 12-year-old girl was arrested when police discovered what she had under her clothes.,12-Year-Old Girl Arrested After Police See What's Hiding Under Clothes (Photo),link,http://www.americanow.com/story/society/2016/09/09/12-year-old-girl-arrested-after-police-see-whats-hiding-under-clothes-photo,9/9/16 19:10,359,26,232,199,1,35,1,97,26
"These teens stabbed another boy - but that wasn't enough for them. They really wanted to make the other boy suffer. Finally, the boy called out to them, ""Just stop, just leave me, just leave me here to die."" Today, they learned what theiir punishment would be.",Teens Who Brutally Stabbed Another Boy Learn Their Fates,link,https://www.opposingviews.com/i/society/teens-who-killed-boy-learn-their-fates,9/9/16 18:43,281,60,69,144,0,6,1,41,89
These 3 college athletes decided to pay tribute to Colin Kaepernick during the National Anthem. Here's how that worked out for them.,3 College Volleyball Players Join Colin Kaepernick Protest,link,https://www.opposingviews.com/i/society/3-college-volleyball-athletes-salute-kaepernick?fb=ov,9/9/16 18:14,1377,897,398,666,97,15,16,38,545
This woman felt a thumping in her jaw and went to the dentist thinking it was her wisdom teeth. Her dentist figured out what it was - and it had nothing to do with her wisdom teeth at all.,"Woman Feels Thumping In Jaw, Later Realizes What It Is (Photo)",link,https://www.opposingviews.com/i/health/woman-felt-thumping-her-jaw-and-went-dentist-thinking-it-was-her-wisdom-teeth-her-dentist,9/9/16 17:49,165,9,84,107,3,34,0,20,1
"Leah Kerr, a mom, was shopping at the mall with her two small kids and their grandmother when she stepped off the escalator to enter the food court. She quickly realized her elderly grandma was not with the rest of the family. She looked up and saw her on the escalator. Then she noticed what the teen beside her was doing.","Mother Looks For Grandma, Then Notices What Teen Next To Her Is Doing (Photo)",link,http://www.americanow.com/story/social/2016/09/09/mother-looks-grandma-then-notices-what-teen-next-her-doing-photo,9/9/16 16:56,3217,118,656,2676,451,76,3,8,3
The police department here will allow women to wear burkas in an effort to promote diversity.,Police Force Will Allow Female Officers To Wear Burkas In Effort To Promote Diversity,link,https://www.opposingviews.com/i/religion/police-force-considering-allowing-full-burkas-female-officers-promote-diversity?fb=ov,9/9/16 16:31,1599,1512,583,481,27,77,152,42,820
"When this young pregnant woman and her husband went for her first ultrasound, the doctor pointed out something odd to them. When they realized what it was, they thought they had to be seeing things. They weren't.",Couple Gets Unexpected News During Visit To Doctor (Video),link,http://www.americanow.com/story/society/2016/09/09/couple-expecting-identical-quadruplets-video,9/9/16 15:00,652,15,157,472,41,135,3,1,0
Authorities arrived on the scene and thought this couple was dead. It only took them a second to realize what was really going on. Then they noticed what else was in the car.,"Police Stumble Upon Disturbing Scene, Quickly Notice What Else Is In Car (Photo)",link,http://www.americanow.com/story/society/2016/09/09/police-stumble-upon-disturbing-scene-quickly-notice-what-else-car-photo,9/9/16 14:32,193,16,35,81,2,2,0,39,69
This is Peyton Whitehead. He's 8 years old and in the 3rd grade. And he was just handed a restraining order.,8-Year-Old Boy Served With Restraining Order For Odd Reason,link,https://www.opposingviews.com/i/society/8-year-old-boy-served-restraining-order,9/9/16 14:08,278,140,180,149,2,59,2,38,28
"Nicholas, 7, a 2nd grader, brought in a family portrait to school. The picture showed his mom, his dad, his baby brother and himself. It didn't end well for him.",7-Year-Old Boy's Family Photo Sparks Controversy At Elementary School (Photo),link,http://www.americanow.com/story/society/2016/09/09/7-year-old-boys-family-photo-sparks-controversy-elementary-school-photo,9/9/16 13:02,853,126,181,371,14,22,0,254,192
"This girl and her dad were eating out at a restaurant when she suddenly stood up, grabbed her plate of food, and started to walk away. He was about to yell at her when he suddenly saw what she was doing with it.","Dad Sees Girl Grab Food And Take Off Towards The Door, Then He Sees Where She's Going (Video)",link,https://www.opposingviews.com/i/society/girl-and-her-dad-were-eating-out-restaurant-when-she-suddenly-stood-grabbed-her-plate-food,9/9/16 12:38,522,38,95,390,112,16,3,1,0
"Next time you meet someone who doesn't like their name, tell them about this guy and remind them that it could be worse.",Meet The Student Who May Have The Most Unfortunate Name In The World,link,http://www.americanow.com/story/society/2016/09/09/meet-student-who-may-have-most-unfortunate-name-world,9/9/16 12:03,237,47,154,166,7,34,29,1,0
"When a little boy's mom picked him up from daycare and saw these marks all over his body, she demanded to know what happened. As soon as got her answer, the confusion turned to outrage.","Mom Discovers What Happened To Child At Daycare, Calls Police",link,https://www.opposingviews.com/i/society/when-little-boys-mom-picked-him-daycare-and-saw-these-marks-all-over-his-body-she-demanded,9/9/16 11:40,191,8,71,106,2,7,0,16,60
"Remember the jobless family of 10 who turned down 3 taxpayer-funded homes because they were too small for their taste? Well, now we know how much they get in welfare every year. It's more than what most people make annually.",Here's How Much The Jobless Family That Turned Down 3-Taxpayer Funded Homes Gets In Welfare Per Year,link,https://www.opposingviews.com/i/society/jobless-couple-8-kids-who-turned-down-2-homes-gets-nearly-59000-welfare-year,9/9/16 11:01,433,346,182,106,4,38,2,8,275
This McDonald's worker decided to buy some meals for firefighters. Bad move.,"McDonald's Worker Buys Meals for Firefighters, Pays The Price",link,http://www.americanow.com/story/society/2016/09/09/mcdonalds-worker-buys-meals-firefighters-pays-price,9/9/16 10:28,826,143,234,494,12,62,2,38,218
"Surveillance cameras captured this man walking over to an elderly woman, reaching under her bra, and proving that he's the worst person in America.",Security Camera Captures Man Reaching Into Elderly Woman's Bra And Doing The Unthinkable (Video),link,https://www.opposingviews.com/i/society/crime/guy-noticed-94-year-old-wheelchair-bound-woman-store-and-proceeded-walk-her-slip-his,9/9/16 9:56,402,96,130,125,1,12,1,24,239
"This sailor refused to stand for the National Anthem because she says America isn't really ""the land of the free, home of the brave."" Here's how the Navy responded.","Sailor Protests National Anthem Over Feelings About America, Navy Responds (Video)",link,https://www.opposingviews.com/i/society/sailor-who-filmed-herself-sitting-during-national-anthem-sparks-controversy-video,9/9/16 9:32,907,748,542,445,23,43,14,23,359
"The mayor called this police chief in and asked him to sit down. The two had a brief conversation. Afterward, the chief stood up, left the office, took out his gun and killed himself right there and then.","Police Chief Has Conversation With Mayor, Leaves Office And Then Kills Himself Right There And Then",link,https://www.opposingviews.com/i/society/police-chief-kills-himself-after-being-fired-mayor,9/9/16 8:56,145,11,52,72,2,23,2,43,3
This mom and dad adopted a young girl despite people's warnings. They didn't realize the truth behind her identity until much later.,"Mom And Dad Adopt Neglected Girl, Don't Realize Her Identity Until Much Later (Video)",link,http://www.americanow.com/story/society/2016/09/09/mom-and-dad-adopt-neglected-girl-dont-realize-her-identity-until-much-later,9/9/16 8:35,1905,83,796,1421,320,35,1,127,1
This man's Jeep blew up in his driveway. It was an odd and scary incident - mostly because he didn't know what possibly could've caused it. Then he remembered what he left inside.,Man Quickly Realizes What Caused His Jeep To Explode In His Driveway (Photo),link,https://www.opposingviews.com/i/society/man-ran-outside-saw-his-car-was-fire-and-knew-there-was-no-hope-saving-it-he-couldnt,9/9/16 8:06,146,17,117,73,2,57,2,11,1
"One of the most well-known head coaches in American sports just came out with a very simple message - if any of his players decide to protest the National Anthem in support of Kaepernick, he'll bench them for good.",One Of Most Famous Coaches In Sports Vows To Permanently Bench Players Who Protest National Anthem,link,https://www.opposingviews.com/i/society/coach-refuses-back-down-firm-national-anthem-stance?fb=ov,9/9/16 7:35,5251,925,1172,4299,555,62,63,19,253
Does this sound like a good deal to you?,Trump: I'll Releases Taxes If Clinton Releases Deleted Emails,link,http://www.americanow.com/story/politics/2016/09/07/trump-ill-releases-taxes-immediately-if-clinton-releases-deleted-emails?fb=ov,9/9/16 0:15,4135,970,470,3461,176,25,388,9,76
That's one lucky fisherman,Opposing Views Video,video,https://www.facebook.com/opposingviewsvideo/videos/1134001233353389/,9/8/16 23:45,1188,38,0,966,26,187,8,1,0
Like Watch This for more encouraging videos!,Watch This,video,https://www.facebook.com/1552043845106315/videos/1639486139695418/,9/8/16 23:10,842,16,0,768,58,2,0,13,1
Do you support this immigration proposal?,Proud to be an American,video,https://www.facebook.com/onenationindivisible/videos/10155361933461164/,9/8/16 22:35,4821,4000,0,3643,82,29,43,13,1011
Who do you pick?,Proud to be an American,video,https://www.facebook.com/onenationindivisible/videos/10155361916566164/,9/8/16 22:00,11956,7891,0,11154,367,48,337,12,38
This mom's brilliant idea is helping kids everywhere fulfill their creative dreams:,,video,https://www.facebook.com/opposingviews/videos/10154056905241051/,9/8/16 21:25,810,23,605,719,66,24,0,0,1
"This mother beat her 21-month-old daughter so badly that the little girl's heart tore. As she was being beaten, she screamed, ""Stop mommy!"" Well, the other inmates decided to welcome the mom to prison in their own special way.",Mother Who Violently Killed Daughter Gets A Taste Of Prison Justice,link,http://www.americanow.com/story/society/2016/09/08/mother-who-violently-killed-daughter-gets-taste-prison-justice?fb=ov,9/8/16 20:31,6673,1047,2563,4994,425,134,674,137,309
"This mom and her son said they refuse to apologize for their relationship and that they don't care what the haters say. Well, they just got some bad news.","Unfortunate News For Mother, Son Who Refuse To Apologize For Relationship",link,http://www.americanow.com/story/society/2016/09/08/unfortunate-news-mother-son-who-refuse-apologize-relationship,9/8/16 20:05,107,54,19,44,1,14,3,2,43
"This guy agreed to watch his sister's boyfriend's child. Neither the sister nor the boyfriend ever returned to pick the kid up. One day later, the man was skimming Facebook when he got the shock of a lifetime.","Brother Agrees To Babysit His Sister's Boyfriend's Kid, Later Discovers Sister Left Out One Tiny Detail",link,http://www.americanow.com/story/society/2016/09/08/brother-agrees-babysit-his-sister%E2%80%99s-boyfriend%E2%80%99s-kid-later-discovers-sister,9/8/16 19:39,1359,19,643,704,4,453,4,162,32
Some say this weather girl's outfit is inappropriate - particularly what she has on below the waist. Others say it's fine and she should be able to wear what she wants. Decide for yourselves who's right.,Is This Weather Girl's Outfit Inappropriate? (Photos),link,http://www.americanow.com/story/society/2016/09/08/weather-girls-outfit-inappropriate-photos,9/8/16 18:38,184,249,16,138,10,20,13,2,1
"When people passed this terrible crash and saw what a firefighter was doing in plain sight, they quickly pulled out their phones and started taking photos.",Picture Of What Firefighter Was Doing At Scene Of Awful Crash Goes Viral (Photo),link,http://www.americanow.com/story/society/2016/09/08/picture-what-firefighter-was-doing-scene-awful-crash-goes-viral-photo,9/8/16 17:33,2215,73,761,1715,398,84,3,15,0
"After he returned home from fighting in Iraq, this soldier and his girlfriend went to pick out an engagement ring. They fell in love with this one, but they knew they couldn't afford it, so they left. Little did they know, an unexpected celebrity was in the store, overheard them, and secretly bought it for them. It wasn't until he died almost a decade later that they learned who it was.","A Decade Later, Vet And  Wife Find Out About Kind Thing A Celebrity Did For Them Prior To His Death",link,https://www.opposingviews.com/i/social/after-he-returned-home-fighting-iraq-soldier-and-his-girlfriend-went-pick-out-engagement,9/8/16 17:00,570,15,119,418,113,33,3,3,0
This little girl was grocery shopping with her dad when she noticed a very familiar image on the side of a milk carton.,"Young Girl Notices Familiar Face On Milk Carton, Makes Stunning Discovery",link,http://www.americanow.com/story/society/2016/05/27/young-girl-notices-familiar-face-milk-carton-makes-stunning-discovery?fb=vovov,9/8/16 16:30,552,8,136,399,5,105,1,39,3
"Target forced this young man to do a ""walk of shame."" Sadly, the experience proved to be too much for him.",Young Man Kills Himself After Taking 'Walk Of Shame' At Target,link,http://www.americanow.com/story/society/2016/09/08/young-man-kills-himself-after-reportedly-taking-walk-shame-target,9/8/16 16:00,2410,499,1137,697,11,39,4,866,793
This girl killed two people. Here's what she posted right afterward.,"After Brutally Killing 2 People In An Accident, Teen Posts This On Facebook",link,http://www.americanow.com/story/society/2016/09/08/after-brutally-killing-2-people-accident-teen-posts-facebook,9/8/16 15:35,891,82,363,376,4,22,0,138,351
"This cop saw a man driving drunk and pulled him over. When he realized that it was someone very influential, the officer didn't hesitate - he treated him like he'd treat anyone else. Bad move.","Police Officer Arrests Man For Drunk Driving, Quickly Discovers Why That Was A Bad Idea",link,http://www.americanow.com/story/society/2016/09/08/cop-arrests-man-drunk-driving-quickly-discovers-why-was-bad-idea?fb=ov,9/8/16 15:11,551,138,172,324,5,42,13,13,154
People glanced up when this orangutan at the zoo suddenly started to get emotional. Then they realized what she was looking at from behind the glass.,"Orangutan Suddenly Gets Emotional, Then They See What She's Looking At (Video)",link,https://www.opposingviews.com/i/society/animal-rights/people-were-concerned-when-orangutan-zoo-suddenly-started-get-emotional-then,9/8/16 14:38,245,11,64,182,45,6,2,10,0
"This gentleman was getting intimate with his wife when, suddenly, he experienced a very sharp pain. That's when he realized he was living out every man's worst nightmare.","Guy Getting Intimate With Woman Feels Sharp Pain, Realizes His Worst Nightmare Is Becoming A Reality",link,http://www.americanow.com/story/society/2016/09/08/guy-getting-intimate-woman-feels-sharp-pain-realizes-his-worst-nightmare,9/8/16 13:34,433,46,196,227,7,158,10,31,0
This elderly couple was betrayed by the one person they trusted most: their grandson.,Couple Evicted By Grandson Who Tricked And Scammed Them,link,https://www.opposingviews.com/i/society/couple-evicted-greedy-grandson-who-tricked-them-signing-over-deed,9/8/16 13:06,328,35,59,98,1,5,1,54,169
"This man spent years sexually abusing a little girl. When she finally grew up, she decided to get revenge - in the last way he ever could've imagined.","Sexually Assaulted Girl Grows Up, Gets Revenge On Abuser In Last Way He Ever Could've Imagined",link,https://www.opposingviews.com/i/society/crime/years-guy-sexually-abused-little-girl-when-she-finally-grew-she-decided-get-revenge,9/8/16 12:34,334,24,76,244,33,12,34,0,11
An entire NFL team will join Colin Kaepernick in protesting the National anthem this weekend.,Entire NFL Team Set To Protest National Anthem This Weekend,link,https://www.opposingviews.com/i/society/entire-nfl-team-considering-protest,9/8/16 12:00,11064,7164,6217,5431,886,170,81,248,4248
"A 43-year-old rapist broke into an apartment and began sexually assaulting a 60-year-old woman. She broke free, ran to a phone and called her 61-year-old husband, who was outside the building. The husband snatched up a tire iron, ran upstairs and killed the rapist. He was immediately arrested. Yesterday, he learned his fate.Did the judge make the right call?",61-Year-Old Husband Who Beat Wife's Rapist To Death With Tire Iron Learns His Fate,link,https://www.opposingviews.com/i/society/man-who-beat-wifes-rapist-death-tire-iron-learns-his-fate?fb=ov,9/8/16 11:31,1911,430,665,1540,200,38,8,93,32
This little girl was killed by a 10-year-old boy. It didn't take officials long to figure out why he did it.,10-Year-Old Charged With Manslaughter After Officials Discover What He Did To Little Girl,link,https://www.opposingviews.com/i/society/10-year-old-charged-murder,9/8/16 11:09,198,35,44,85,2,7,0,65,39
"This guy saw a young woman in tight jeans walk past him and became very, very offended. He claimed her attire violated his religious beliefs and he began harassing her right there in the middle of the street. It didn't work out quite the way he hoped it would.","Man Harasses Woman Over Tight Pants That Violate His Religious Beliefs, Pays The Price",link,https://www.opposingviews.com/i/world/muslim-bodyguard-gets-taste-karma-after-harassing-woman-over-tight-pants?fb=ov,9/8/16 10:35,890,580,340,469,7,37,124,9,244
"A family of 10 was presented with a taxpayer-funded 5-bedroom residence. They rejected it because one of the rooms was too small. Then they were offered another 5-bedroom house. They rejected that one, too. Currently they're staying at a hotel - funded by taxpayers. And now they have a special request.","Jobless Family Of 10 Rejects 5-Bedroom Home, Lives In Taxpayer-Funded Hotel, Has Special Request",link,https://www.opposingviews.com/i/world/unemployed-family-8-turns-down-2-5-bedroom-homes-being-too-small-racks-massive-hotel-bill?Fb=ov,9/8/16 9:57,16062,10329,7653,3300,72,2115,189,240,10146
"A mere 11 days after these twins were born, their parents took this picture. It quickly went viral. Well, things just took a sad turn.",Sad News For Family Of Babies Whose Photo Went Viral,link,https://www.opposingviews.com/i/health/11-days-after-these-twins-were-born-their-parents-took-picture-it-quickly-went-viral-well,9/8/16 9:37,340,27,62,155,20,0,0,164,1
"Megan Rapinoe, a star on the USA soccer team, tried to join Colin Kaepernick in protesting the National Anthem again last night. She wasn't expecting the team to respond the way it did.","Rapinoe Tries To Join Kaepernick In National Anthem Protest, Team Responds In Unexpected Fashion",link,https://www.opposingviews.com/i/society/washington-spirit-thwarts-megan-rapinoes-anthem-protest?fb=ov,9/8/16 9:00,682,188,204,510,46,9,81,4,32
This mom and her daughter just got arrested for marrying each other. And that's not even the strangest part.,Mother Marries Own Daughter - And That's Not Even The Strangest Part Of This Story,link,http://www.americanow.com/story/society/2016/09/08/mother-marries-own-daughter-and-thats-not-even-only-child-she-tried-marry,9/8/16 8:31,672,384,397,223,6,187,9,27,220
This woman thought she'd get away with littering on the street. Then a biker rolled up to her.,"Woman Litters On Street, Biker Decides To Teach Her A Lesson (Video)",link,https://www.opposingviews.com/i/society/woman-thought-shed-get-away-littering-street-she-never-expected-karma-come-rolling-beside,9/8/16 8:06,176,21,12,151,2,0,22,0,1
These teenage boys are stone cold murderers - or at least they were until the judge dropped some bad news on them. Then came the waterworks.,Killer Teenagers Start Crying When Judge Drops Some Bad News On Them (Video),link,http://www.americanow.com/story/society/2016/09/08/killer-teenagers-start-crying-when-judge-drops-some-bad-news-them-video,9/8/16 7:30,1571,542,337,1058,22,34,236,40,181
"This guy and his friend were hiking in the desert when all of a sudden, they heard an odd sound. By the time they looked up and saw what was surrounding them, it was too late.",A Hiker Just Died In The Most Brutal And Painful Way Imaginable,link,http://www.americanow.com/story/society/2016/09/08/hiker-just-died-most-brutal-and-painful-way-imaginable,9/8/16 7:00,511,21,284,234,7,68,1,198,3
Do you support or oppose Trump's stance on this key issue?,Trump: No Citizenship For Illegal Immigrants Who Stay In U.S.,link,http://www.americanow.com/story/world/2016/09/06/trump-no-citizenship-undocumented-immigrants-unless-they-leave-country?fb=ov,9/8/16 0:15,3047,538,152,2761,150,6,17,4,109
Will you miss them?,These 9 Celebrities Just Promised To Leave America If Trump Wins,link,http://www.americanow.com/story/society/2016/09/07/more-celebrities-promise-leave-america-if-trump-wins?fb=ov,9/7/16 23:45,4622,2880,383,3617,240,27,716,4,18
This inspiring video from Watch This is definitely worth a watch!,Watch This,video,https://www.facebook.com/1552043845106315/videos/1641940012783364/,9/7/16 23:10,1228,41,0,1145,74,7,0,2,0
"When this Good Samaritan saw a teacher using her own money to buy school supplies for her class, he knew exactly what needed to be done:",,video,https://www.facebook.com/opposingviews/videos/10154054007196051/,9/7/16 22:35,2662,94,1229,2403,221,32,2,3,1
Like Watch This for more thought-provoking videos!,Watch This,video,https://www.facebook.com/1552043845106315/videos/1639484436362255/,9/7/16 22:00,770,12,0,681,68,6,0,15,0
We need more people like this in the world.,Opposing Views Video,video,https://www.facebook.com/opposingviewsvideo/videos/1132748870145292/,9/7/16 21:25,2881,98,0,2416,354,82,1,27,1
"A single mother had been begging for some assistance with her leaky roof for months. Folks passed along the message, but her pleas were ultimately ignored. Finally, this man answered the call. When he went out to the home, he couldn't believe what he found.","Contractor Brought In To Fix Room, Becomes Horrified When He Looks Inside House",link,http://www.americanow.com/story/society/2016/08/11/contractor-brought-fix-room-becomes-horrified-when-he-looks-inside-house?fb=ov,9/7/16 21:00,594,16,108,429,120,14,0,30,1
A young woman's simple mistake in the kitchen killed this entire family.,Entire Family Dies After Young Woman Makes Simple Mistake,link,https://www.opposingviews.com/i/society/entire-family-dies-over-simple-dining-mistake,9/7/16 20:25,765,46,1045,350,6,260,6,141,2
"This man spent 7 long, hard years turning himself into a platypus. Here's what he looks like now.",Man Spends 7 Years Becoming A Platypus; This Is What He Finally Looks Like Now (Photos),link,http://www.americanow.com/story/society/2016/09/07/man-spends-7-years-becoming-platypus-what-he-finally-looks-now-photos?Fb=ov,9/7/16 19:01,152,87,80,72,2,24,40,13,1
"Actress and singer Zendaya accused a Vons employee of being racist and refusing to serve her because she's black. The employee denied the charge. Well, now we know who was telling the truth.",Truth Comes Out After Zendaya Accuses Vons Worker Of Racism (Video),link,https://www.opposingviews.com/i/society/zendayas-racist-vons-encounter-wasnt-actually-racist,9/7/16 18:24,155,167,23,102,2,18,16,4,13
This used to be Richard Hernandez. First Richard became Eva Tiamat Medusa. Then Eva Tiamat Medusa became a dragon. Here's end result of all that plastic surgery.,"First He Became A Woman, Then A Dragon (Photos)",link,http://www.americanow.com/story/society/2016/09/07/first-he-became-woman-then-dragon-photos,9/7/16 18:00,171,142,58,84,0,44,9,16,18
"This husband robbed a bank. He told the bank teller to put all of the cash in a bag, grabbed the bag and walked out. Instead of leaving, though, he went back to the lobby, sat down, and waited for police to arrive. When the police got there, just as they were preparing to arrest him, he told them about his wife.","Man Robs Bank, Takes Cash To Lobby And Waits For Cops. When Cops Come, He Tells Them About His Wife",link,https://www.opposingviews.com/i/society/man-robs-bank-get-away-wife?fb=ov,9/7/16 16:32,393,41,135,229,4,68,63,29,0
"When her ex blocked her number, this woman decided she'd get back at him by revealing on Twitter that she was pregnant. There was just one problem.","Woman Decides To Get Back At Ex Who Blocked Her Number, Forgets One Little Thing",link,https://www.opposingviews.com/i/social/when-her-ex-blocked-her-number-woman-decided-shed-get-back-him-revealing-twitter-she-was,9/7/16 16:07,127,15,57,94,6,9,15,1,2
"A threesome of robbers broke into this grandpa's house and demanded all his money. He said ""fine"" - just to end things peacefully. That's when he heard one of the men say that he was going to rape his granddaughter.","3 Armed Men Force Their Way Into Home And Attempt To Rape Girl, Grandpa Makes Them Suffer",link,http://www.americanow.com/story/crime/2016/08/20/3-armed-men-break-home-and-attempt-rape-girl-grandpa-makes-them-suffer?fb=ov,9/7/16 15:34,1282,124,245,950,58,27,22,31,194
Workers here were confused. Why wouldn't this dog move from outside the doors of the building? The dog kept sitting there and sitting there and sitting there. Then it dawned on them.,"Confused Workers Notice Dog Sitting In Same Exact Spot Without Moving, Then Learn Why",link,https://www.opposingviews.com/i/society/animal-rights/hospital-workers-were-confused-why-wouldnt-dog-move-outside-doors-building,9/7/16 15:06,218,3,38,164,37,1,0,16,0
"This boy was autistic and blind. His mother decided to leave him out in the field on a hot day to die. He begged her for help and told him he loved her, but it's the disturbing words she said to him in response that reveal why she decided to do it.","Mom Leaves Blind, Autistic Son To Die, Then Delivers Heartbreaking Last Words When He Begs For Help",link,https://www.opposingviews.com/i/society/crime/boy-was-autistic-and-blind-and-his-mother-decided-leave-him-out-field-hot-day-die-he,9/7/16 14:36,2452,387,1350,548,9,14,0,805,1076
"In May 1996, Kristin Denise Smart, 19, suddenly disappeared after an off-campus party. Despite a massive manhunt that included the likes of helicopters and horses, she was never found. Now, more than 20 years after she vanished, authorities revealed there was one place they forgot to check. This could change everything.","21 Years Later, Authorities Realize The One Place Where They Forgot To Look For Kristin Smart",link,https://www.opposingviews.com/i/society/more-20-years-after-kristin-smart-disappeared-authorities-just-made-shocking-revelation,9/7/16 14:03,209,4,93,137,2,16,2,50,2
"When this man crashed his car into another vehicle, bystanders ran up to see if he was okay. That's when they saw what was in his hand.","Good Samaritans Run Over To Crashed Car, Stunned To See What's In His Hand (Photos)",link,https://www.opposingviews.com/i/health/when-man-crashed-his-car-another-vehicle-bystanders-ran-see-if-he-was-okay-thats-when-they?fb=ov,9/7/16 13:32,111,6,30,71,1,7,0,7,25
"Delana and Brynn, two sisters, were at a baseball game when the woman in front of them caught their eye. After observing her for a little while, one of the sisters took out a piece of paper and scribbled something on it. Then she passed that paper to the husband of the woman in front of her.","Sisters Notice What Woman In Front Of Them Is Doing, Hand Her Husband Note (Photo)",link,http://www.americanow.com/story/society/2016/09/07/sisters-notice-what-woman-front-them-doing-hand-her-husband-note-photo,9/7/16 13:09,128,41,24,97,10,16,1,1,3
"A girl, age 15, was sitting outside with friends when someone suddenly drove by and shot at them. As she lay there dying, she looked up at her horrified friends - and that's when they saw what she was doing with her fingers.","15-Year-Old Killed While Sitting With Friends, Then They Noticed What She Was Doing With Fingers",link,https://www.opposingviews.com/i/society/crime/15-year-old-girl-was-sitting-outside-friends-when-someone-suddenly-drove-and-shot?fb=ov,9/7/16 12:33,469,54,177,187,6,6,0,198,72
"Initially, passersby didn't think much of this woman breastfeeding in public. Nothing seemed out of the ordinary. Then they saw the blood.","People Passing By See Woman Breastfeeding On Ground, Then Notice The Blood (Photos)",link,http://www.americanow.com/story/society/2016/09/07/passersby-see-woman-breastfeeding-ground-then-notice-blood-photos,9/7/16 11:57,550,44,271,336,41,144,2,25,2
Trump has finally agreed to release his tax returns. He just has one condition.,Trump Says He'll Release Tax Returns On One Condition,link,https://www.opposingviews.com/i/politics/trump-says-hell-release-tax-returns-one-condition,9/7/16 11:34,210,219,26,149,2,4,33,2,20
